ts,cpu_percent,rss_mb,power_w,energy_j_total
1760094491.677726,110.90,293.16,0.000,0.000000
1760094492.6777334,29.00,293.41,0.056,0.056058
1760094493.6775293,27.00,268.91,0.061,0.117380
1760094494.6778896,20.00,269.04,0.048,0.164939
1760094495.6777186,24.00,269.54,0.053,0.218006
1760094496.6777258,21.00,269.66,0.055,0.272783
1760094497.6774888,23.00,271.04,0.044,0.316375
1760094498.677695,16.00,274.16,0.153,0.469641
1760094499.677707,11.00,277.29,0.086,0.555941
1760094500.6774652,17.00,280.91,0.114,0.669918
1760094501.6774364,24.00,288.91,0.527,1.197356
1760094502.6774354,41.00,305.16,0.408,1.605218
1760094503.677441,21.00,306.66,0.662,2.267156
1760094504.6774359,36.00,316.78,0.877,3.143941
1760094505.6774473,15.00,324.91,0.230,3.373925
1760094506.677442,32.00,333.66,2.916,6.290263
1760094507.677449,44.00,356.91,3.599,9.889595
1760094508.6774745,16.00,344.24,0.823,10.712642
1760094509.6774964,22.00,344.49,0.838,11.550398
1760094510.6774864,36.00,344.49,0.099,11.649010
1760094511.6774733,36.00,345.24,0.192,11.840605
1760094512.6774712,44.00,345.49,0.203,12.044085
1760094513.677444,37.00,348.24,0.152,12.196376
1760094514.677451,57.00,364.49,0.359,12.555289
1760094515.6777334,44.00,366.24,0.324,12.879141
1760094516.6774375,29.00,366.49,0.225,13.103723
1760094517.677437,37.00,366.62,0.254,13.357616
1760094518.6774368,27.00,366.74,0.170,13.527499
1760094519.6774383,31.00,371.99,0.538,14.065328
1760094520.6774626,50.00,372.37,1.969,16.034449
1760094521.6774395,21.00,372.37,0.625,16.659447
1760094522.6774387,10.00,372.37,0.468,17.127197
1760094523.6774383,16.00,366.27,1.839,18.966671
1760094524.6774375,29.00,377.39,0.771,19.737673
1760094525.6774695,23.00,377.52,0.977,20.714490
1760094526.677439,29.00,377.89,0.758,21.472294
1760094527.6774356,21.00,378.02,0.166,21.637812
1760094528.6774385,9.00,373.36,0.339,21.977303
1760094529.6774592,28.00,378.73,0.067,22.044453
1760094530.67745,28.00,380.23,0.051,22.095491
1760094531.6774638,51.00,383.11,0.387,22.482465
1760094532.6774652,40.00,382.02,0.298,22.780164
1760094533.6774614,24.00,372.80,0.443,23.222859
1760094534.6774633,19.00,372.80,0.159,23.382305
1760094535.6774645,29.00,374.30,0.242,23.624022
1760094536.6778042,14.00,374.30,0.067,23.691158
1760094537.6774392,30.00,374.55,0.262,23.953183
1760094538.677437,17.00,374.55,0.056,24.009089
1760094539.6774387,20.00,374.55,0.140,24.148867
1760094540.6774366,16.00,374.55,0.037,24.186112
1760094541.6774957,13.00,374.55,0.043,24.228987
1760094542.677864,13.00,374.55,0.073,24.301844
1760094543.6774712,11.00,374.55,0.089,24.390981
1760094544.6776924,16.00,374.67,0.127,24.518309
1760094545.677683,16.00,374.67,0.086,24.604379
1760094546.6777985,16.00,374.67,0.062,24.666556
1760094547.6774895,24.00,374.67,0.085,24.751268
1760094548.6774518,9.00,374.67,0.340,25.091705
1760094549.6777074,18.00,374.80,0.212,25.303486
1760094550.6774657,9.00,374.80,0.044,25.347063
1760094551.6774654,4.00,374.80,0.194,25.540656
1760094552.677482,0.00,374.80,0.294,25.834464
1760094553.6774714,0.00,374.80,0.417,26.251191
1760094554.6774411,0.00,374.80,1.211,27.461913
1760094555.6774366,0.00,374.80,2.573,30.034549
